player_name,player_link_ep,nation,position,height_cm,weight_kg,shoots,player_type,nhl_rights,draft,highlights,description
Ivan Provorov,https://www.eliteprospects.com/player/242584/ivan-provorov,Russia,D,185,91,L,,Columbus Blue Jackets / Signed,"('1', '7', '2015')","['2-time U20 WJC Silver Medal', '1-time World Championship Bronze Medal', '1-time CHL Defenseman of the Year', '2-time WHL (East) First All-Star Team', '1-time WHL Champion', '1-time WHL Top Defenseman (Bill Hunter Trophy)']","An offensively gifted defenceman who can direct the game's pace when the puck is on his stick. Provorov is a quick and agile skater with an accurate release on his shot, which he can get off anywhere below the blue line; creates many chances on the power play and can even create offense during the penalty kill. Is an adroit and creative passer who knows how to use his teammates well. All-in-all, a complete defenceman who knows how goals are scored and executes accordingly."
Artturi Lehkonen,https://www.eliteprospects.com/player/43584/artturi-lehkonen,Finland,LW,181,81,L,"['Two-Way Forward', 'Workhorse']",Colorado Avalanche / Signed,"('2', '55', '2013')","['1-time U20 WJC Gold Medal', '1-time U18 WJC Bronze Medal', '1-time Champions Hockey League Champion', '1-time Liiga Rookie of the Year', '1-time NHL Stanley Cup Champion', '1-time SHL Champion']","Father: Ismo Lehkonen
Uncle: Timo Lehkonen"
Travis Konecny,https://www.eliteprospects.com/player/205148/travis-konecny,Canada,RW/LW,178,87,R,,Philadelphia Flyers / Signed,"('1', '24', '2015')","['1-time Hlinka Gretzky Cup Gold Medal', '1-time World Championship Silver Medal', '1-time U18 WJC Bronze Medal', '1-time ALLIANCE U15 Champion', '1-time NHL 4 Nations Champion', '1-time OHL First All-Rookie Team', '1-time OHL Rookie of the Year (Emms Family Award)']","A talented scoring forward that can play either as a center or on the wing; plays with the bite and intensity of a guy who is willing to do anything to win a game. Possesses dynamic skating ability that allows him to accelerate rapidly with each step, incredible hockey sense, electrifying puckhandling skills, and a lightning release on his shot; when you put this skillset together with hard-nosed determination, proactiveness in all three zones, and a physical willingness to grind and persevere, you get a game-changer who can be extremely difficult to play against."
Nick Schmaltz,https://www.eliteprospects.com/player/156966/nick-schmaltz,USA,C/RW,183,83,R,,Utah Mammoth / Signed,"('1', '20', '2014')","['1-time WJAC-19 Gold Medal', '1-time U20 WJC Bronze Medal', '1-time NCAA (Championship) Winner', '1-time USHL All-Rookie Team', '1-time USHL Clark Cup Champion']","Brother: Jordan Schmaltz
Cousin: Jake Schmaltz"
Jimmy Vesey,https://www.eliteprospects.com/player/121865/jimmy-vesey,USA,LW,188,92,L,,,"('3', '66', '2012')","['1-time U20 WJC Gold Medal', '1-time World Championship Bronze Medal', '1-time NCAA (ECAC) Champion', '2-time NCAA (East) First All-American Team', '1-time NCAA Top Collegiate Player (Hobey Baker Award)']","Father: Jim Vesey
Brother: Nolan Vesey
Cousin: Gavin Lacey"
Anthony Beauvillier,https://www.eliteprospects.com/player/213435/anthony-beauvillier,Canada,W/C,180,82,L,['Energy Forward'],Washington Capitals / Signed,"('1', '28', '2015')","['1-time Hlinka Gretzky Cup Gold Medal', '1-time U18 WJC Bronze Medal', '1-time QMJHL Second All-Star Team']","A dynamic scoring center with good hockey sense. Not very large in stature, but makes up for it in speed, skill, and cunning. A talented puck-handler with good hands: is equally efficient a passer as he is a goal scorer. All-in-all, an offensively minded center that can outplay the opposition in a number of different ways. Needs to work on discipline and getting stronger."
Troy Stecher,https://www.eliteprospects.com/player/59042/troy-stecher,Canada,D,178,84,R,,Edmonton Oilers / Signed,,"['1-time WJAC-19 Gold Medal', '1-time World Championship Gold Medal', '1-time World Championship Silver Medal', '1-time BCHL Champion', '1-time NCAA (Championship) Winner', '1-time NCAA (West) Second All-American Team']","Highly skilled two-way defenceman that displays tremendous poise with and without the puck. Soft hands that can pass as well as let rockets fly. Excellent vision and a playmaker's knack for the game. Very aware and responsible defensively, but is not comfortable having the puck in his own end for too long and will take it upon himself to get the puck out of the defensive zone. His impact upon the game occurs at both ends of the ice as an offensive and defensive force."
Brendan Perlini,https://www.eliteprospects.com/player/186992/brendan-perlini,Canada / England,LW,192,96,L,,,"('1', '12', '2014')",['1-time U18 WJC Bronze Medal'],"Father: Fred Perlini
Brother: Brett Perlini
Uncle: Kevin Conway
Cousin: Scott Conway"
Pavel Buchnevich,https://www.eliteprospects.com/player/158906/pavel-buchnevich,Russia,W/C,186,89,L,,St. Louis Blues / Signed,"('3', '75', '2013')","['1-time U17 WHC Gold Medal', '1-time U20 WJC Silver Medal', '1-time U20 WJC Bronze Medal']",
Kevin Labanc,https://www.eliteprospects.com/player/133841/kevin-labanc,USA / Slovakia,RW/LW,180,84,R,,,"('6', '171', '2014')","['1-time U17 WHC Silver Medal', '1-time U18 WJC Silver Medal', '1-time World Championship Bronze Medal', '1-time OHL Most Assists', '1-time OHL Most Points (Eddie Powers Trophy)', '1-time OHL Second All-Star Team']",Father: Milan Labanc
Jakob Chychrun,https://www.eliteprospects.com/player/243386/jakob-chychrun,Canada / USA,D,188,95,L,['Two-Way Defenseman'],Washington Capitals / Signed,"('1', '16', '2016')","['1-time OHL First All-Rookie Team', '1-time OHL Second All-Star Team', '1-time OHL Third All-Star Team']","An unyielding two-way defenceman, Jakob Chychrun is a rising star with a toolbox bursting at the seams. Consistently displays elite four-way skating ability and is not afraid to throw his weight around physically. Plays with poise and composure through high pressure situations and, with the puck on his stick, can direct the play up-ice. Exhibits a particularly potent shot that works its magic on the power play and on the forecheck. Excellent first pass and uses his vision and awareness to keep the puck moving in the direction of the opposition's tail or to a teammate with more time and space. Defensively adept at tracking the puck and staying a step ahead of the opposition. Proactive with his stick and body, exerting pressure on the opposition and forcing them to make hurried decisions.

All-in-all, a well-rounded two-way defender who competes with pro-level drive and makes his authoritative presence felt at both ends of the ice."
Drake Caggiula,https://www.eliteprospects.com/player/97396/drake-caggiula,Canada,LW/C,180,83,L,,,,"['1-time NCAA (Championship) Winner', '1-time NCAA (West) Second All-American Team', '1-time OJHL Champion', '1-time OJHL Playoff MVP']","A smart, skilled, and gritty buzzsaw of a winger that gets up and down the ice with focused drive. His mobility is elite, and his first three steps propel him to top speed quickly. Defensively, he is very active and can contain the opposition by limiting their chances in the slot. Offensively, he can be uncontainable, consistently displaying excellent vision and individual puck skills; can act as both the passer or the shooter in any given situation. An all-around game, rooted in his strong will to win and his ability to make the players around him better, is what he brings each and every night. Character is something built through tough situational battles and having to step up at key moments as a leader. Caggiula has the capacity to be that leader on and off the ice."
Brandon Carlo,https://www.eliteprospects.com/player/120965/brandon-carlo,USA,D,196,98,R,"['Defensive Defenseman', 'Heavy Shooter']",Toronto Maple Leafs / Signed,"('2', '37', '2015')",['1-time U20 WJC Bronze Medal'],"Brandon Carlo is an industrious, shift-by-shift defenceman who lets the game come to him rather than chasing the play; he is able to quickly adapt to the pace of the game on the fly. Through maneuvering his way around the ice and making high-percentage, skilled decisions in all three zones, he is able to shut opposition offense down before it begins to take shape. Carlo is a smooth skater who can control the puck very well and get into open areas for scoring chances; that being said, he does and will need help finding offense due to his natural defensive style of play. All-in-all, a towering, defensive d-man that has very few holes in his game and is physically ready to make the next step."
Ondrej Kase,https://www.eliteprospects.com/player/165006/ondrej-kase,Czechia,RW,182,85,R,,,"('7', '205', '2014')",['1-time World Championship Gold Medal'],"Father: Robert Kase, Brother: David Kase"
Matt Benning,https://www.eliteprospects.com/player/29261/matt-benning,Canada,D,185,92,R,,Toronto Maple Leafs / Signed,"('6', '175', '2012')","['1-time AJHL Champion', '1-time NCAA (Hockey East) Champion', '1-time USHL Clark Cup Champion']","Grandfather: Elmer Benning
Father: Brian Benning
Uncles: Jim Benning, Mark Benning
Cousin: Brandon Benning
Brother: Michael Benning"
Tony DeAngelo,https://www.eliteprospects.com/player/89818/tony-deangelo,USA,D,180,82,R,,New York Islanders / Signed,"('1', '19', '2014')","['1-time CHL Defenseman of the Year', '1-time OHL First All-Star Team', '1-time OHL Most Outstanding Defenseman (Max Kaminsky Trophy)']","DeAngelo is an offensive minded defensemen. Skates well, sees the open ice and likes to join the rush. Moves the puck well and has a good vision what allows him to guide a powerplay. On the downside, he has to improve his play in the own zone, especially in front of the net."
Lukas Sedlak,https://www.eliteprospects.com/player/56037/lukas-sedlak,Czechia,C/LW,184,98,L,,,"('6', '158', '2011')","['1-time World Championship Gold Medal', '1-time AHL Calder Cup Champion', '1-time Czech Extraliga Player of the Year']",Name listed/spelled Lucas Sedlak in QMJHL
Austin Czarnik,https://www.eliteprospects.com/player/20707/austin-czarnik,USA,C/RW,175,77,R,,,,"['1-time U18 WJC Gold Medal', '1-time AHL All-Rookie Team', '1-time AHL Second All-Star Team', '1-time NCAA (NCHC) Champion', '1-time NCAA (West) First All-American Team', '2-time NCAA (West) Second All-American Team', '1-time NL Media All-Star Team', '1-time NL Most Assists', '1-time NL Most Points']","Brother: Cory Czarnik
Cousin: Robbie Czarnik"
Nick Jensen,https://www.eliteprospects.com/player/37773/nick-jensen,USA,D,185,93,R,,Ottawa Senators / Signed,"('5', '150', '2009')","['1-time World Championship Bronze Medal', '1-time NCAA (West) First All-American Team', '1-time USHL Clark Cup Champion']","Father: Jeff Jensen
Uncle: Steve Jensen
Cousins: Beau Jensen, David Jensen, Jim Jensen, Joe Jensen, Nate Jensen & Paul Jensen"
Ivan Barbashyov,https://www.eliteprospects.com/player/108659/ivan-barbashyov,Russia,C/W,184,92,L,,Vegas Golden Knights / Signed,"('2', '33', '2014')","['1-time U17 WHC Gold Medal', '1-time U20 WJC Silver Medal', '1-time U20 WJC Bronze Medal', '2-time NHL Stanley Cup Champion', '1-time QMJHL All-Rookie Team']","Brothers: Maxim Barbashev, Sergei Barbashev"
Lawson Crouse,https://www.eliteprospects.com/player/205155/lawson-crouse,Canada,LW/RW,193,98,L,['Power Forward'],Utah Mammoth / Signed,"('1', '11', '2015')","['1-time Hlinka Gretzky Cup Gold Medal', '1-time U20 WJC Gold Medal', '1-time World Championship Gold Medal', '1-time U18 WJC Bronze Medal', '1-time ALLIANCE U15 Champion', '1-time ALLIANCE U16 Champion', '1-time OHL Second All-Rookie Team']","A big-bodied power winger with the ability to physically dominate, making him a prominent forechecking presence every night. Possesses good hands that can be used to make crisp passes or to let loose accurate, NHL-level shots; paired with his strength and skating ability, his skill set allows him to contribute offensively, as well as create space for teammates."
Jake Dotchin,https://www.eliteprospects.com/player/96063/jake-dotchin,Canada,D,191,95,R,,,"('6', '161', '2012')",[],"Dotchin is a two-way defenceman who has a big impact on the game in all three zones. At the OHL level Dotchin uses his 6'3 210 pound frame to play an effective physical game, but also provide offense from the back end. He can be nasty, but also run the powerplay."
Denis Malgin,https://www.eliteprospects.com/player/117376/denis-malgin,Switzerland / Russia,C/W,175,80,R,,,"('4', '102', '2015')","['1-time World Championship Silver Medal', '1-time EYOF Bronze Medal', '1-time Champions Hockey League Champion', '1-time Champions Hockey League Most Assists', '2-time NL Champion', '2-time NL Media All-Star Team', '1-time U18 WJC All-Star Team']","An offensive forward with decent playmaking abilities, the diminutive Denis Malgin impresses with his strong hockey sense and offensive instincts. Has tremendous puck control and handles the puck with finesse, while rushing up the ice or deking past the opponents defense. Needs to improve his shot, although accurate it's missing power. He also lacks confidence in his face-off play, regardless of his excellent puck-skills. Not overly flashy, but he reaches good top-end speed by keeping his legs moving. Can guide a Power Play and despite his small stature will stand his ground, when he has to battle along the boards."
Josh Ho-Sang,https://www.eliteprospects.com/player/161290/josh-ho-sang,Canada,RW,183,79,R,,,"('1', '28', '2014')",['1-time ECHL Kelly Cup Champion'],Ho-Sang often turns heads with his ability to handle the puck with ease in the offensive zone. He has speed and great offensive instincts but needs to work on his game outside of the offensive zone.
Joseph Cramarossa,https://www.eliteprospects.com/player/45600/joseph-cramarossa,Canada,C/LW,185,86,L,,,"('3', '65', '2011')",[],"Father: Vito Cramarossa
Brother: Michael Cramarossa"
William Carrier,https://www.eliteprospects.com/player/88662/william-carrier,Canada,LW,188,100,L,['Physical Forward'],Carolina Hurricanes / Signed,"('2', '57', '2013')","['1-time U18 WJC Bronze Medal', '1-time NHL Stanley Cup Champion']",Brother: Alexandre Carrier
Zach Sanford,https://www.eliteprospects.com/player/242077/zach-sanford,USA,LW/RW,193,94,L,,,"('2', '61', '2013')",['1-time NHL Stanley Cup Champion'],
Michal Kempný,https://www.eliteprospects.com/player/18088/michal-kempny,Czechia,D,183,89,L,,,,"['1-time World Championship Gold Medal', '1-time World Championship Bronze Medal', '1-time NHL Stanley Cup Champion']",Nephew: David Kempný
Jesse Puljujärvi,https://www.eliteprospects.com/player/152117/jesse-puljujarvi,Finland / Sweden,RW/LW,193,91,R,['Grinder'],,"('1', '4', '2016')","['1-time U18 WJC Gold Medal', '1-time U20 WJC Gold Medal', '1-time U18 WJC Silver Medal', '1-time Liiga Champion', '1-time U18 WJC All-Star Team', '1-time U20 WJC All-Star Team', '1-time U20 WJC Best Forward', '1-time U20 WJC Most Points', '1-time U20 WJC Most Valuable Player']","Puljujärvi is a big winger who combines size, skating and skill. A strong skater who can blast past the opposition in full speed. Able to use his size, reach and stickhandling skills to retain the puck in speed. A smart player at both ends of the ice, both on and off the puck. Great work ethic and positive attitude. More of a playmaker than a scorer and could improve his shooting skills, although already equipped with an accurate release. Doesn't shy away from physical play, but could use his size more to his benefit."
Paul LaDue,https://www.eliteprospects.com/player/90101/paul-ladue,USA,D,191,91,R,"['Defensive Defenseman', 'PK Specialist']",,"('6', '181', '2012')","['1-time NCAA (Championship) Winner', '1-time USHL First All-Star Team']","Cousin: Luke Johnson
Uncles: Chad Johnson & Steve Johnson"
Tyler Motte,https://www.eliteprospects.com/player/151824/tyler-motte,USA,C/W,178,87,L,,,"('4', '121', '2013')","['1-time U17 WHC Silver Medal', '1-time U18 WJC Silver Medal', '1-time NCAA (B1G) Champion', '1-time NCAA (West) First All-American Team']",Brother: C.J.
Nick Lappin,https://www.eliteprospects.com/player/46009/nick-lappin,USA,C/RW,185,79,R,,,,[],"Lappin is a winger who plays a well-rounded game. A tenacious forechecker, he contributes offensively with a sneaky, quick release. Has decent size and plays well in traffic. Brings speed and an energetic, gritty style.
- Erik K."
Joel Eriksson Ek,https://www.eliteprospects.com/player/139633/joel-eriksson-ek,Sweden,C,187,94,L,"['Net-Front Presence', 'Two-Way Center', 'Workhorse']",Minnesota Wild / Signed,"('1', '20', '2015')","['1-time World Championship Gold Medal', '1-time World Championship Bronze Medal', '1-time SHL Best Junior (EliteProspects.com Award)', '1-time Swedish Junior Hockey Player of the Year (Årets Junior)']","A very competitive center who uses his size, skill, and skating to power to the net and create scoring chances. Possesses an elite-level shot, great vision, and slick puckhandling skills; as a result, it's no surprise that he has a natural knack for scoring big goals. Offensive catalyst, but also defensively responsible. Plays a creative, 200-foot game. All-in-all, an intelligent, scoring center that is productive at both ends of the ice."
Carter Rowney,https://www.eliteprospects.com/player/23959/carter-rowney,Canada,RW,188,94,R,,,,"['1-time AJHL Champion', '1-time AJHL Playoff MVP', '1-time NHL Stanley Cup Champion']",
Markus Nutivaara,https://www.eliteprospects.com/player/47273/markus-nutivaara,Finland,D,185,85,L,['Two-Way Defenseman'],,"('7', '189', '2015')",['1-time Liiga Champion'],
Remi Elie,https://www.eliteprospects.com/player/127847/remi-elie,Canada,LW/C,185,98,L,"['Physical Forward', 'Powerful Skater', 'Two-Way Center']",,"('2', '40', '2013')",['1-time OHL Champion'],Brother : Tristen Elie
Roman Lyubimov,https://www.eliteprospects.com/player/42434/roman-lyubimov,Russia,LW/RW,188,97,R,,,,"['1-time World Championship Bronze Medal', '1-time MHL Champion']",
Gemel Smith,https://www.eliteprospects.com/player/122937/gemel-smith,Canada,C/W,183,95,L,,,"('4', '104', '2012')","['1-time Hlinka Gretzky Cup Gold Medal', '1-time U18 WJC Bronze Medal']",Brother: Givani Smith
Jakub Vrána,https://www.eliteprospects.com/player/101250/jakub-vrana,Czechia,LW/RW,183,89,L,,,"('1', '13', '2014')","['1-time U18 WJC Silver Medal', '1-time World Championship Bronze Medal', '1-time NHL Stanley Cup Champion']","An offensively skilled winger. Vrana is a good skater, works hard for the puck and has good technical skills. Is a capable goal scorer with a quick release and a nose for the net. Can improve his defensive game."
Timo Meier,https://www.eliteprospects.com/player/95921/timo-meier,Switzerland,RW/LW,184,100,L,,New Jersey Devils / Signed,"('1', '9', '2015')","['2-time World Championship Silver Medal', '1-time EYOF Bronze Medal', '1-time QMJHL Champion', '1-time QMJHL Second All-Star Team']","Father: Charly Meier

A physically dominant winger with the ability to play in a skill or character role. In the offensive end, Meier is very aware and gets himself into spaces where he can easily make seeing eye passes or snap hard, accurate shots. Can impact the game in a number of different ways, and is very consistent in his efforts. All-in-all, the kind of versatile player who you can put on a skill line, and trust to create dangerous chances, or on a shutdown line, and trust to help stop pucks from going into your net."
Adrian Kempe,https://www.eliteprospects.com/player/86313/adrian-kempe,Sweden,C/W,187,91,L,"['Heavy Shooter', 'Sniper', 'Speedster']",Los Angeles Kings / Signed,"('1', '29', '2014')","['1-time U17 WHC Gold Medal', '1-time J18 SM Gold Medal', '1-time World Championship Gold Medal', '1-time World Championship Bronze Medal', '1-time AHL Calder Cup Champion']","Brother: Mario Kempe
Father: Mikael Kempe"
Brandon Montour,https://www.eliteprospects.com/player/97957/brandon-montour,Canada,D,183,88,R,"['Heavy Shooter', 'Offensive Defenseman', 'Speedster']",Seattle Kraken / Signed,"('2', '55', '2014')","['1-time World Championship Silver Medal', '1-time AHL All-Rookie Team', '1-time AHL First All-Star Team', '1-time NHL Stanley Cup Champion', '1-time USHL Defenseman of the Year', '1-time USHL First All-Star Team', '1-time USHL Player of the Year']",Brother: Colin Montour
Brock Boeser,https://www.eliteprospects.com/player/248381/brock-boeser,USA,RW/LW,185,94,R,,Vancouver Canucks / Signed,"('1', '23', '2015')","['1-time Hlinka Gretzky Cup Bronze Medal', '1-time U20 WJC Bronze Medal', '1-time NCAA (Championship) Winner', '1-time NCAA (West) First All-American Team', '1-time NHL All-Rookie Team', '1-time USHL All-Rookie Team', '1-time USHL First All-Star Team']",Cousin: Dan Boeser
J.T. Compher,https://www.eliteprospects.com/player/114800/j.t.-compher,USA,W/C,183,86,R,,Detroit Red Wings / Signed,"('2', '35', '2013')","['1-time U18 WJC Gold Medal', '1-time U17 WHC Silver Medal', '1-time U18 WJC Silver Medal', '1-time NCAA (B1G) Champion', '1-time NCAA (West) Second All-American Team', '1-time NHL Stanley Cup Champion']",Sister: Jesse Compher
Kyle Connor,https://www.eliteprospects.com/player/177671/kyle-connor,USA,LW,185,83,L,,Winnipeg Jets / Signed,"('1', '17', '2015')","['1-time U18 WJC Gold Medal', '1-time WJAC-19 Gold Medal', '1-time NCAA (B1G) Champion', '1-time NCAA (Overall) Most Points', '1-time NCAA (West) First All-American Team', '1-time NHL First All-Star Team', '1-time NHL Gentleman Conduct (Lady Byng Trophy)', '2-time USHL First All-Star Team', '1-time USHL Forward of the Year', '1-time USHL Most Points', '1-time USHL Player of the Year']","A dynamic two-way center with speed and creativity to burn. Consistently displays elite-level skating ability, and an astonishing top speed. Sees the ice very well and is constantly looking to either score or make the right play. The confidence he has in his abilities lets him do things with the puck that other players wouldn't even try. Skillful puckhandling skills paired with a deceptively accurate shot make him a lethal scoring threat in all situations. His will to compete and ultimately win fuels his defensive game; he tracks the puck well and creates turnovers. All-in-all, a highly skilled, proactive forward that has the capacity to dominate in all three zones."
Gustav Forsling,https://www.eliteprospects.com/player/86366/gustav-forsling,Sweden,D,182,90,L,"['Heavy Shooter', 'PK Specialist', 'Two-Way Defenseman']",Florida Panthers / Signed,"('5', '126', '2014')","['1-time U17 WHC Gold Medal', '2-time NHL Stanley Cup Champion', '1-time SHL Best Junior (EliteProspects.com Award)', '1-time Swedish Junior Hockey Player of the Year (Årets Junior)', '1-time Swedish Player of the Year (Guldpucken)', '1-time U20 WJC All-Star Team']","Brothers: Hampus Forsling, Hannes Forsling"
Julius Honka,https://www.eliteprospects.com/player/65456/julius-honka,Finland,D,181,84,R,,,"('1', '14', '2014')","['1-time U20 WJC Gold Medal', '1-time U18 WJC Bronze Medal', '1-time Champions Hockey League Champion', '1-time WHL (East) Second All-Star Team']","Brothers: Aleksi Honka, Anttoni Honka, Valtteri Honka"
Nicholas Baptiste,https://www.eliteprospects.com/player/106161/nicholas-baptiste,Canada,C/RW,185,95,R,,,"('3', '69', '2013')","['1-time U18 WJC Gold Medal', '1-time U17 WHC Bronze Medal', '1-time Liiga Champion', '1-time OHL Third All-Star Team']",Brother : Isaiah Baptiste
Yohann Auvitu,https://www.eliteprospects.com/player/11949/yohann-auvitu,France,D,182,89,L,['Two-Way Defenseman'],,,"['1-time Liiga All-Star Team', '1-time Liiga Best Defenseman (Pekka Rautakallio Award)', '1-time Liiga Champion', '1-time NL Champion']","Brother: Maxence Auvitu
Uncle: Laurent Bougro
Cousins: Jordann Bougro, Benjamin Bougro, Kristolan Bougro"
John Quenneville,https://www.eliteprospects.com/player/84092/john-quenneville,Canada,LW,186,88,L,,,"('1', '30', '2014')","['1-time U17 WHC Silver Medal', '1-time U18 WJC Bronze Medal', '1-time WHL Champion']","Brothers: David Quenneville, Peter Quenneville
Second cousin: Joel Quenneville
Uncle (by marriage): Johnny Boychuk"
John Hayden,https://www.eliteprospects.com/player/151828/john-hayden,USA,RW/C,191,101,R,['Agitator'],Seattle Kraken / Signed,"('3', '74', '2013')","['1-time U17 WHC Silver Medal', '1-time U18 WJC Silver Medal']",
Marcus Sörensen,https://www.eliteprospects.com/player/20065/marcus-sorensen,Sweden,LW/RW,181,80,L,,,"('4', '106', '2010')","['1-time World Championship Bronze Medal', '1-time NL Media All-Star Team', '1-time NL Most Goals', '1-time NL Most Points', '1-time SHL Rookie of the Year', '1-time Spengler Cup Winner']","An offensively skilled forward. Sörensen is a good skater and has fine puckhandling ability and soft hands. A pretty good scorer with some creativity. Of average size, but plays pretty big and gets involved physically."
Christian Fischer,https://www.eliteprospects.com/player/226901/christian-fischer,USA,RW/C,188,97,R,['Grinder'],,"('2', '32', '2015')","['1-time U17 WHC Gold Medal', '1-time U18 WJC Gold Medal']","A two-way power forward that specializes in consistency. Skates very well, and accelerates rapidly both forward, on the attack, and backward, on the backcheck. Possesses a quick wrist shot that is very accurate, and is also able to release a bomb of a slapshot. Very well-rounded offensive game, with some flare thrown in at times. Always aware of positioning, as that seems to be a concentrated area of his game. Not afraid to get physical, and exhibits a solid amount of grit every game. All-in-all, a consistent, responsible, and complete forward that can be counted on to step up in the game's key moments."
Adam Erne,https://www.eliteprospects.com/player/90359/adam-erne,USA,LW/RW,185,97,L,,,"('2', '33', '2013')",['1-time QMJHL Playoffs MVP (Guy Lafleur Trophy)'],
Shane Harper,https://www.eliteprospects.com/player/25356/shane-harper,USA,RW,183,90,R,,,,['1-time WHL (West) Second All-Star Team'],Harper is one rapid forward with an excellent shot. Performs and operates well on the left-hand side on the power play. Can work on his consistency to maintain a high level throughout a season. Technically gifted.
Matthew Peca,https://www.eliteprospects.com/player/78295/matthew-peca,Canada,C,175,83,L,,,"('7', '201', '2011')","['1-time AHL First All-Star Team', '2-time CCHL Champion', '1-time CCHL Rookie of the Year', '1-time CCHL Top Prospect Award']",
Anton Blidh,https://www.eliteprospects.com/player/67179/anton-blidh,Sweden,LW,184,86,L,"['Energy Forward', 'PK Specialist', 'Workhorse']",New York Rangers / Signed,"('6', '180', '2013')",[],"Blidh is a gritty winger who plays with a lot of energy. Can kill penalties and is a terrific shot blocker. Also owns some offensive instincts and a willingness to go hard to the net. Loves to agitate and rile up opponents.
- Erik K."
Blake Coleman,https://www.eliteprospects.com/player/46889/blake-coleman,USA,LW/RW,180,94,L,,Calgary Flames / Signed,"('3', '75', '2011')","['1-time World Championship Bronze Medal', '1-time NCAA (NCHC) Champion', '2-time NHL Stanley Cup Champion', '1-time USHL First All-Star Team', '1-time USHL Forward of the Year', '1-time USHL Most Points', '1-time USHL Player of the Year']",
Clayton Keller,https://www.eliteprospects.com/player/226432/clayton-keller,USA,RW/LW,178,79,L,['Speedster'],Utah Mammoth / Signed,"('1', '7', '2016')","['1-time U18 WJC Gold Medal', '1-time U20 WJC Gold Medal', '1-time World Championship Gold Medal', '1-time U17 WHC Silver Medal', '1-time U18 WJC Bronze Medal', '1-time NHL All-Rookie Team', '1-time U18 WJC All-Star Team', '1-time U18 WJC Most Valuable Player', '1-time U20 WJC All-Star Team']",Brother: Jake Keller
Jonny Brodzinski,https://www.eliteprospects.com/player/108294/jonny-brodzinski,USA,C/RW,183,96,R,,New York Rangers / Signed,"('5', '148', '2013')",[],"Father: Mike Brodzinski
Uncle: Steve Brodzinski
Brothers: Easton Brodzinski, Michael Brodzinski & Bryce Brodzinski"
Lucas Wallmark,https://www.eliteprospects.com/player/39022/lucas-wallmark,Sweden,C,183,81,L,"['Cerebral Tactician', 'Playmaker', 'Puckhandler']",,"('4', '97', '2014')","['1-time U20 WJC Silver Medal', '1-time TV-Pucken Bronze Medal', '1-time Hlinka Gretzky Cup Bronze Medal', '1-time Champions Hockey League Champion', '1-time Olympic All-Star Team', '1-time Spengler Cup Winner', '1-time TV-Pucken Most Valuable Player']","Wallmark has first-class hockey sense and vision. Very smart player and a highly skilled playmaker. Has good puck control and will also battle hard for the puck. Good defensive game and face-off skills. One concern is his skating ability, as he lacks some speed and acceleration."
Justin Dowling,https://www.eliteprospects.com/player/23320/justin-dowling,Canada,C/W,178,82,L,,New York Rangers / Signed,,"['1-time AEHL U18 Most Points', '1-time AHL Calder Cup Champion']",
Jordan Schmaltz,https://www.eliteprospects.com/player/50291/jordan-schmaltz,USA,D,188,89,R,,,"('1', '25', '2012')","['1-time U17 WHC Gold Medal', '1-time USHL All-Rookie Team', '1-time USHL Clark Cup Champion', '2-time USHL First All-Star Team']","Brother: Nick Schmaltz
Cousin: Jake Schmaltz"
Peter Cehlárik,https://www.eliteprospects.com/player/153203/peter-cehlarik,Slovakia,LW/RW,188,91,L,"['Heavy Shooter', 'Offensive Forward', 'Sniper']",,"('3', '90', '2013')","['1-time U20 WJC Bronze Medal', '1-time Olympic Bronze Medal', '1-time Champions Hockey League Champion', '1-time World Championship Best Forward']",
Samuel Henley,https://www.eliteprospects.com/player/45152/samuel-henley,Canada,C/LW,193,95,L,,,,['1-time QMJHL Champion'],"Brothers: Cédrick Henley, David Henley
Father : Rock Henley"
Valentin Zykov,https://www.eliteprospects.com/player/155382/valentin-zykov,Russia,LW/RW,184,105,R,,,"('2', '37', '2013')","['1-time U17 WHC Gold Medal', '1-time U20 WJC Bronze Medal', '1-time CHL Rookie of the Year', '1-time QMJHL All-Rookie Team', '1-time QMJHL Offensive Rookie of the Year (Michel Bergeron Trophy)', '1-time QMJHL Rookie of the Year']","A highly skilled offensive minded player. Zykov is strong, skates very well and has impressive hands and creativity. Good scorer and potential to become a high scoring player in the future."
Nikita Scherbak,https://www.eliteprospects.com/player/209468/nikita-scherbak,Russia,LW/RW,188,87,L,,,"('1', '26', '2014')",[],
Wade Megan,https://www.eliteprospects.com/player/38054/wade-megan,USA,C,185,87,L,,,"('5', '138', '2009')",['1-time AHL First All-Star Team'],Father: Ron Megan
Danny O'Regan,https://www.eliteprospects.com/player/121936/danny-o-regan,USA / Germany,C/RW,178,82,R,,,"('5', '138', '2012')","['1-time U18 WJC Gold Medal', '1-time AHL All-Rookie Team', '1-time AHL Rookie of the Year (Red Garrett Memorial Award)', '1-time NCAA (East) Second All-American Team', '1-time NCAA (Hockey East) Champion']","Danny O'Regan is known as a playmaking center. A solid two-way player, he can be used on the penalty kill. Smallish, but has some grit to his game.
- Erik K."
