player_name,nation,position,height_cm,weight_cm,shoots,player_type,nhl_right,draft,highlights,"description
"
Paul Bissonnette,Canada,LW/D,188,98,L,"['Agitator', 'Glue Guy']",,"('4', '121', '2003')","['1-time U18 WJC Gold Medal', '1-time AHL Calder Cup Champion']",
Joel Rechlicz,USA,RW,193,100,R,['Enforcer'],,,[],Brother: Marc Rechlicz
John Scott,Canada,LW,203,118,L,['Enforcer'],,,[],
André Deveaux,Canada / Bahamas,RW/C,191,109,R,,,"('6', '182', '2002')",['1-time AHL Calder Cup Champion'],
Tim Sestito,USA,C/LW,180,91,L,,,,['1-time OHL First All-Rookie Team'],"Sesito is an aggressive forward who plays with a lot of grit and energy. Doesn't have his brother's size, but still gets into the physical stuff and has agitating qualilites.
- Erik K."
Patrick Davis,USA,RW/C,188,92,R,,,"('4', '99', '2005')",['1-time Liiga Champion'],"Davis is a big winger who skates well. Likes to go the net, but tries to do too much with the puck at times. Could also improve his defensive game and consistency."
Andrew Gordon,Canada,RW,180,80,R,,,"('7', '197', '2004')","['2-time AHL Calder Cup Champion', '1-time AHL Second All-Star Team']","Gordon is a winger who brings a lot of energy and speed to the lineup. Works hard and is solid defensively, but also owns some offensive instincts, including a willingness to crash the net and go to the hard areas in the attacking zone. Somewhat lacking in size, though, which limits his effectiveness at times.
- Erik K."
Tim Kennedy,USA,C/LW,178,82,L,,,"('6', '181', '2005')","['1-time ACH Champion', '1-time AHL All-Rookie Team', '1-time NCAA (Championship) Winner', '1-time USHL Second All-Star Team']","Kennedy is a speedy center with good playmaking ability and vision. Diminutive, but can play a gritty game. Brings energy and can play left wing, too.
- Erik K."
Nate Raduns,USA,RW,191,93,R,,,,['1-time U18 WJC Gold Medal'],
Artyom Anisimov,Russia,C/LW,192,93,L,,,"('2', '54', '2006')","['1-time World Championship Gold Medal', '1-time U20 WJC Silver Medal', '2-time World Championship Silver Medal', '1-time U20 WJC Bronze Medal', '1-time World Championship Bronze Medal']",
Mikael Backlund,Sweden,C/LW,184,94,L,"['Leader', 'Two-Way Center']",Calgary Flames / Signed,"('1', '24', '2007')","['1-time World Championship Gold Medal', '1-time TV-Pucken Silver Medal', '2-time U20 WJC Silver Medal', '1-time World Championship Silver Medal', '1-time U18 WJC Bronze Medal', '3-time World Championship Bronze Medal', '1-time NHL Leadership-Humanitarian Award (King Clancy Trophy)', '1-time TV-Pucken Best Forward (Sven Tumbas Stipendium)', '1-time TV-Pucken Most Points', '1-time WHL Champion']","Backlund has above average skating ability, is strong physically and somewhat aggressive. He is also equipped with good hands and hockey sense. His technical skills along with his passes and goal scoring/release ability make him an intriguing prospect. Could, however, work on his defensive game and consistency."
Jamie Fritsch,USA,D,189,88,L,,,,[],
Geoff Kinrade,Canada,D,183,84,L,,,,"['1-time AHL Calder Cup Champion', '1-time NL Champion', '1-time Spengler Cup Winner']","Kinrade is a skilled defenseman with excellent skating ability. Has an accurate first pass and good hockey sense. Is responsible defensively, has a good shot and can run the power play. Is not overly big, but does not shy away from physical play. Posses leadership qualities."
David Sloane,USA,D/RW,193,100,R,,,,['1-time AHL Calder Cup Champion'],
Jason Garrison,Canada,D,185,99,L,,,,[],Cousin: Elias Godoy
Zack Smith,Canada,C/LW,188,95,L,,,"('3', '79', '2008')",['1-time AHL Calder Cup Champion'],Uncle: Barry Dean
Grant Lewis,USA,D,191,88,R,,,"('2', '40', '2004')",['2-time AHL Calder Cup Champion'],"Lewis is a big defenseman with a physical, defensive style. Won't join the attack much, but is a solid skater. Also has a nice breakout pass and strong positional skills. Could improve his shot."
Scott Lehman,Canada,D,185,88,L,,,"('3', '76', '2004')",['1-time OHL Second All-Rookie Team'],
Jamie Fraser,Canada,D,185,89,L,,,,"['1-time ICEHL Champion', '1-time Slovenian Champion']","Father: Rick Fraser

His uncle is longtime NHL referee Kerry Fraser, now retired.
Fraser is a smart defenseman with good vision. Is a skilled passer and likes to be creative offensively, especially on the powerplay."
Sean Bentivoglio,Canada / Italy,LW/C,178,86,L,,,,"['2-time EIHL Champion', '2-time Italy Champion', '2-time NCAA (CHA) Champion']","Sean Bentivoglio was known as a winger with fine offensive instincts. A fast skater, a very good forechecker, and a gritty player who could be used in a penalty killing role."
Jonas Junland,Sweden,D,188,90,L,['Two-Way Defenseman'],,"('3', '64', '2006')","['1-time J20 SM Gold Medal', '1-time NL Media All-Star Team', '1-time SHL Champion', '1-time SHL Defenseman of the Year']","Junland is an offensive defenseman. He skates and moves the puck well from the backend. He also has a good shot and can man the powerplay point. Solidly built, he could stand to play a more physical game at times. Can be prone to turnovers when overhandling the puck.
- Erik K."
Matt Beleskey,Canada,LW,183,94,L,,,"('4', '112', '2006')",['1-time OHL Third All-Star Team'],Father: Joe Beleskey
Taylor Chorney,USA / Canada,D,183,84,L,,,"('2', '36', '2005')","['1-time U18 WJC Gold Medal', '1-time U20 WJC Bronze Medal', '1-time NCAA (West) Second All-American Team']","Chorney is an offensive defenseman. He is a tremendous skater and a good passer. Has great hockey sense. Isn't very big or effective in physical battles.
- Erik K."
Oskar Osala,Finland,LW/C,193,110,L,"['Power Forward', 'Workhorse']",,"('4', '97', '2006')","['1-time AHL Calder Cup Champion', '2-time KHL Gagarin Cup Champion', '1-time Liiga Rookie of the Year', '1-time OHL Second All-Rookie Team']","Osala is a huge winger with a well-rounded game. He likes to play physically and aggressively, but also owns good scoring ability. Is a good skater for a man his size."
Brandon Segal,Canada,RW,188,95,R,,,"('4', '102', '2002')",['2-time AHL Calder Cup Champion'],"Segal is a big and strong two-way winger. Plays a physical, straightforward game. Owns a hard shot, but lacks natural offense flair.
- Erik K."
Ben Lovejoy,USA,D,185,93,R,,,,"['1-time AHL Second All-Star Team', '1-time NHL Stanley Cup Champion']","Father: Carl Lovejoy
Brothers: Nick Lovejoy & Matt Lovejoy (external link)
Cousins: Gavin Bayreuther, Beckham Bayreuther, Morgan Bayreuther & Kyle H."
Spencer Machacek,Canada,RW/C,185,92,R,,,"('3', '67', '2007')","['1-time CHL Memorial Cup Champion', '1-time WHL Champion']","Machacek is a hard working winger who plays a solid two-way game. Provides grit and forechecking ability. Also has some leadership qualities.
- Erik K."
Alexander Sulzer,Germany,D,188,94,L,,,"('3', '92', '2003')",[],"Sulzer is a big defenseman with a big shot. Has good good offensive ability and can play on the powerplay. Is a good skater, but isn't overly physical. Battles some consistency issues."
Chris Durno,Canada,LW,191,99,L,,,,[],Brother: Jon Durno
Zach Boychuk,Canada,C/LW,178,84,L,,,"('1', '14', '2008')","['2-time U20 WJC Gold Medal', '1-time AHL Second All-Star Team', '1-time Champions Hockey League Most Goals', '4-time DEL Champion', '1-time NL Champion', '2-time Spengler Cup Winner', '1-time WHL (East) Second All-Star Team']",
Kris Chucko,Canada,LW/RW,188,90,R,,,"('1', '24', '2004')",[],"Chucko suffered serious concussion in October 2010, exacerbating a neck injury and limiting him to just two games for the Heat in 2010–11. Following the season, he made the decision to retire as a player."
Riley Armstrong,Canada,C/RW,180,85,R,,,,[],"Father: Wayne Armstrong
Brother: Colby Armstrong
Nephew: Cruise Armstrong

A right shooting forward with a good shot. Can play centre or wing. Good with the puck, likes to play with a straight-forward style with speed."
Michael Sauer,USA,D,191,97,R,,,"('2', '40', '2005')",['1-time WHL Champion'],"Brothers: Kurt Sauer, Kent Sauer"
Maxim Mayorov,Russia / Uzbekistan,LW/RW,188,90,L,,,"('4', '94', '2007')",[],
Kenndal McArdle,Canada,LW,183,92,L,,,"('1', '20', '2005')","['1-time U20 WJC Gold Medal', '1-time CHL Memorial Cup Champion']","McArdle is a character player who plays with lots of grit. He skates and forechecks very well. Provides much energy for his team.
- Erik K."
Andrew MacDonald,Canada,D,185,86,L,,,"('6', '160', '2006')","['1-time QMJHL Champion', '1-time QMJHL First All-Star Team', '1-time Spengler Cup Winner']",
Jay Beagle,Canada,C/RW,190,95,R,['Face-Off Specialist'],,,"['2-time AHL Calder Cup Champion', '1-time ECHL Kelly Cup Champion', '1-time NHL Stanley Cup Champion']",
Per Ledin,Sweden,LW/RW,183,88,L,"['Agitator', 'Energy Forward', 'Heavy Hitter']",,,"['1-time TV-Pucken Bronze Medal', '1-time Champions Hockey League Champion', '1-time ICEHL Champion', '3-time SHL Champion']","A very aggressive forward. Ledin worked extremely hard, played with plenty of grit and intensity and was good at shutting down the top players on the opposing team. Hockey sense was somewhat limited and offense only decent. A team player and an agitator that always gave his best, but sometimes took foolish penalties."
Wes O'Neill,Canada,D,193,91,L,,,"('4', '115', '2004')",['1-time NCAA (CCHA) Champion'],
Troy Bodie,Canada,RW/LW,195,103,R,,,"('9', '278', '2003')","['1-time CHL Memorial Cup Champion', '2-time WHL Champion']",Father-In-Law: Tim Leiweke
Matt Hendricks,USA,LW/C,183,95,L,,,"('5', '131', '2000')","['1-time World Championship Bronze Medal', '1-time USHS-MN State Champion']",
Aaron MacKenzie,Canada,D,182,84,L,,,,['1-time Czech Extraliga Champion'],Brother: Andrew MacKenzie
Brett Carson,Canada,D,193,103,R,['Speedster'],,"('4', '109', '2004')",['1-time WHL (East) First All-Star Team'],"Carson is a defensive defenseman with great size and reach. Keeps things simple with the puck. Won't contribute much offensively, but has a hard shot. Doesn't play much of a physical style for a big man.
- Erik K."
Janne Pesonen,Finland,LW,181,81,L,['Offensive Forward'],,"('9', '269', '2004')","['1-time World Championship Gold Medal', '1-time AHL Second All-Star Team', '1-time KHL Gagarin Cup Champion', '2-time Liiga All-Star Team', '4-time Liiga Champion', '1-time Liiga Most Points (Veli-Pekka Ketola Trophy)', '1-time Liiga Rookie of the Year', '1-time SHL Champion']",
Ben Maxwell,Canada,C/LW,185,83,L,,,"('2', '49', '2006')","['1-time U17 WHC Silver Medal', '2-time Liiga Champion', '1-time Spengler Cup Winner']","Maxwell is a skilled two-way center. Is very solid defensively and reads the play well. Prefers to pass rather than shoot himself.
- Erik K."
Mike Santorelli,Canada / Italy,C,183,86,R,,,"('6', '178', '2004')",['1-time NCAA (West) Second All-American Team'],"Santorelli was a speedy forward with good vision and playmaking ability. Not much of a defensive force, though."
Philippe Dupuis,Canada,C/RW,183,85,R,,,"('4', '104', '2003')",['3-time QMJHL Champion'],"Dupuis is mainly a checking center who is very solid defensively. A skilled faceoff man, he is valuable on the penalty kill. Dupuis can also contibute offensively with decent playmaking ability and hockey sense.
- Erik K."
Kevin Westgarth,Canada / Ireland,RW,193,106,R,['Enforcer'],,,['1-time NHL Stanley Cup Champion'],Brother: Brett Westgarth
Jared Ross,USA,C/LW,175,75,L,,,,['1-time DEL Champion'],"Ross is a smart center with plenty of speed and playmaking ability. Is a hard worker and good faceoff man, too. (Erik K."
Ryan Vesce,USA,C/RW,173,79,R,,,,['1-time NCAA (ECAC) Champion'],"Vesce is a very skilled center. He has great hockey sense and fantastic puck control even in heavy traffic. Also owns a terrific shot and leadership qualities.
Is somewhat lacking in size, strength and skating ability, though.
- Erik K."
Derek Peltier,USA,D,183,86,L,,,"('6', '184', '2004')",['1-time USHL First All-Star Team'],"Peltier is a smart defenseman with great skating ability. He also handles the puck well and likes to join the attack. However, he isn't very big.
- Erik K."
Brett Skinner,Canada,D,185,88,L,,,"('3', '68', '2002')","['1-time AHL Calder Cup Champion', '2-time NCAA (Championship) Winner', '1-time NCAA (West) Second All-American Team', '1-time USHL Defenseman of the Year']","Skinner is an offensive defenseman with good passing ability. Sees the ice well and has playmaking skills. Owns a fine shot and work ethic. Sometimes messes up on the outbreak, though."
Derek Joslin,Canada,D,185,95,L,,,"('5', '149', '2005')","['2-time DEL Champion', '1-time OJHL Champion']","Joslin is a puck-moving defenseman who plays a fairly well-rounded game. He skates well and can play on the powerplay. Owns a good shot from the point. Could use some improvement in his own end.
- Erik K."
Mike Vernace,Canada / Italy,D,183,97,L,,,"('7', '201', '2004')","['1-time OHL First All-Rookie Team', '1-time OHL Third All-Star Team']","Brother: Daniel Vernace
Cousin: Justin Vernace"
Mitchell Fritz,Canada,LW,203,113,L,['Enforcer'],,,[],Brother: Luke Fritz (Pro Football Player)
Matt Duchene,Canada,C/LW,185,95,L,['Dangler'],Dallas Stars / Signed,"('1', '3', '2009')","['1-time U17 WHC Gold Medal', '1-time U18 WJC Gold Medal', '1-time Olympic Gold Medal', '2-time World Championship Gold Medal', '1-time World Cup Gold Medal', '1-time World Championship Silver Medal', '1-time NHL All-Rookie Team', '1-time Spengler Cup Winner']","Uncles: Al Brown & Newell Brown, Phil Brown
Cousin: Adam Brown"
John Tavares,Canada,C/LW,185,96,L,"['Face-Off Specialist', 'Leader', 'Two-Way Forward']",Toronto Maple Leafs / Signed,"('1', '1', '2009')","['2-time U20 WJC Gold Medal', '1-time Olympic Gold Medal', '1-time World Cup Gold Medal', '1-time CHL All-Rookie Team', '2-time CHL First All-Star Team', '1-time CHL Player of the Year', '1-time CHL Rookie of the Year', '1-time CHL Top Draft Prospect Award', '1-time NHL All-Rookie Team', '1-time NHL First All-Star Team', '1-time OHL First All-Rookie Team', '1-time OHL First All-Star Team', '2-time OHL Most Goals', '1-time OHL Most Outstanding Player (Red Tilson Trophy)', '1-time OHL Most Points (Eddie Powers Trophy)', '1-time OHL Rookie of the Year (Emms Family Award)', '1-time OHL Second All-Star Team', '1-time Spengler Cup Winner', '1-time U20 WJC All-Star Team', '1-time U20 WJC Best Forward', '1-time U20 WJC Most Valuable Player']","Cousin: Quinn Tavares

Tavares is a franchise center with great offensive instincts and anticipation of the play. He is the OHL's all-time goal leader with 215 in 247 games. He won gold twice at the World Juniors before making his NHL debut and later won gold at the Olympics and World Cup. After 9 years with the New York Islanders, John joined his childhood team, the Toronto Maple Leafs."
Tyler Myers,Canada / USA,D,203,104,R,['Defensive Defenseman'],Vancouver Canucks / Signed,"('1', '12', '2008')","['1-time U18 WJC Gold Medal', '1-time U20 WJC Gold Medal', '1-time World Championship Gold Medal', '1-time ICEHL Champion', '1-time NHL All-Rookie Team', '1-time NHL Rookie of the Year (Calder Trophy)', '1-time WHL (West) Second All-Star Team', '1-time WHL Champion', '1-time WHL Playoffs MVP']","Half-Brother: Quentin Grimes (NBA Player - external link)
Father-in-law: Kim Gellert
Brother-in-law: Alex Gellert"
Jamie Benn,Canada,LW/C,191,93,L,['Power Forward'],Dallas Stars / Signed,"('5', '129', '2007')","['1-time U20 WJC Gold Medal', '1-time Olympic Gold Medal', '2-time NHL First All-Star Team', '1-time NHL Most Points (Art Ross Trophy)', '1-time NHL Second All-Star Team', '1-time WHL (West) First All-Star Team', '1-time WHL Champion']","Benn is a winger with terrific offensive ability. He's got great size and knows how to use it. He also has very good hands and a hard shot. Goes hard to the net.
- Erik K."
Michael Del Zotto,Canada / Italy,D,183,88,L,,,"('1', '20', '2008')","['1-time NHL All-Rookie Team', '1-time NHL Stanley Cup Champion', '1-time OHL First All-Rookie Team', '1-time OHL Third All-Star Team']",Distant Cousin: Scott Del Zotto
James van Riemsdyk,USA,LW/RW,191,94,L,"['Net-Front Presence', 'Offensive Forward', 'Role Player']",Detroit Red Wings / Signed,"('1', '2', '2007')","['1-time U18 WJC Gold Medal', '1-time U17 WHC Silver Medal', '1-time U18 WJC Silver Medal', '1-time U20 WJC Bronze Medal', '1-time U18 WJC All-Star Team', '1-time U18 WJC Best Forward', '1-time U18 WJC Most Points', '1-time U18 WJC Most Valuable Player', '1-time U20 WJC All-Star Team', '1-time U20 WJC Most Points']","Brothers: Trevor van Riemsdyk, Brendan van Riemsdyk"
Tyler Bozak,Canada,C,185,90,R,,,,"['1-time BCHL Most Assists', '1-time BCHL Top Scorer (Brett Hull Trophy)', '1-time NHL Stanley Cup Champion']",
Evander Kane,Canada,LW/RW,188,99,L,"['Agitator', 'Power Forward']",Vancouver Canucks / Signed,"('1', '4', '2009')","['1-time U20 WJC Gold Medal', '1-time CHL Memorial Cup Champion', '1-time WHL (West) First All-Star Team', '1-time WHL Champion']",
Ryan O'Reilly,Canada,C,185,98,L,"['Face-Off Specialist', 'Playmaker', 'Two-Way Center']",Nashville Predators / Signed,"('2', '33', '2009')","['1-time U17 WHC Gold Medal', '2-time World Championship Gold Medal', '1-time World Cup Gold Medal', '1-time World Championship Silver Medal', '1-time NHL Gentleman Conduct (Lady Byng Trophy)', '1-time NHL Stanley Cup Champion', '1-time NHL Stanley Cup MVP (Conn Smythe Trophy)', '1-time NHL Top Defensive Forward (Frank J. Selke Trophy)']","O'Reilly is a speedy two-way center who plays a very well-rounded game. Has good hands and some scoring ability, but is also known for his terrific attitude. He works extremely hard and is a great team guy. Excellent defensively.
- Erik K."
Erik Karlsson,Sweden,D,182,86,R,"['Offensive Defenseman', 'Playmaker', 'PP Specialist']",Pittsburgh Penguins / Signed,"('1', '15', '2008')","['1-time Hlinka Gretzky Cup Gold Medal', '1-time J20 SM Gold Medal', '1-time U20 WJC Silver Medal', '1-time Olympic Silver Medal', '1-time TV-Pucken Bronze Medal', '2-time World Championship Bronze Medal', '3-time NHL Best Defenseman (Norris Trophy)', '5-time NHL First All-Star Team', '1-time NHL Most Assists', '1-time Olympic All-Star Team', '1-time Olympic Best Defenseman', '1-time Olympic Most Points', '3-time Swedish Player of the Year (Guldpucken)', '1-time U18 WJC Best Defenseman', '1-time U20 WJC All-Star Team', '1-time U20 WJC Best Defenseman', '1-time World Championship All-Star Team']","Karlsson is known for his offensive ability. He is a defenseman blessed with excellent hockey sense, confidence and coolness. Everything looks so easy and natural when Karlsson has the puck under control in the offensive zone. He is a terrific passer and an outstanding push rusher.

The knock on Karlsson is his defensive game and size. However, his all-world skating and anticipation allows him to be alright defensively.

The fact that Karlsson likes to get involved physically and can deliver rather good hits is a big plus. Now that he's added a considerate amount of bulk, his physical play is more effective."
Scott Parse,USA,RW/LW,183,88,R,,,"('6', '174', '2004')","['1-time NCAA (West) First All-American Team', '1-time NCAA (West) Second All-American Team', '1-time NHL Stanley Cup Champion']",
Cody Franson,Canada,D,196,102,R,,,"('3', '79', '2005')","['1-time U20 WJC Gold Medal', '1-time AHL All-Rookie Team', '1-time AHL Second All-Star Team', '1-time CHL Memorial Cup Champion', '1-time KIJHL Champion', '1-time WHL (West) First All-Star Team', '1-time WHL (West) Second All-Star Team', '1-time WHL Champion']",Brother: Cain Franson
Jason Demers,Canada,D,185,92,R,,,"('7', '186', '2008')","['1-time World Championship Silver Medal', '1-time Spengler Cup Winner']",Brother: Kevin Demers
Ryan Wilson,Canada,D,185,95,L,,,,"['1-time U17 WHC Gold Medal', '1-time OHL Third All-Star Team', '1-time Spengler Cup Winner']","Wilson is a defenseman with a decent all-around game. He can be a physical presence and destroy opponents in open ice, but also has some offensive ability. In his own end, he needs to keep things simple. Could improve his skating ability.
- Erik K."
Victor Hedman,Sweden,D,198,111,L,"['Leader', 'PP Specialist', 'Two-Way Defenseman']",Tampa Bay Lightning / Signed,"('1', '2', '2009')","['1-time Hlinka Gretzky Cup Gold Medal', '1-time World Championship Gold Medal', '2-time U20 WJC Silver Medal', '1-time U18 WJC Bronze Medal', '2-time World Championship Bronze Medal', '1-time NHL Best Defenseman (Norris Trophy)', '1-time NHL First All-Star Team', '6-time NHL Second All-Star Team', '2-time NHL Stanley Cup Champion', '1-time NHL Stanley Cup MVP (Conn Smythe Trophy)', '1-time SHL Rookie of the Year', '1-time Swedish Junior Hockey Player of the Year (Årets Junior)', '2-time Swedish Player of the Year (Guldpucken)', '2-time U18 WJC All-Star Team', '1-time U20 WJC All-Star Team']","Hedman is a defenseman out of the ordinary. The tall and strong defenseman has a unique combination of size and speed. He accelerates very well and at full speed there are few, if any, defenseman of such stature that can match Hedman. Furthermore, he has very good hockey sense which contributes to him usually being at the right place at the right moment.

Hedman’s puck skills are above average and he is very good at moving the puck into the offensive end in high speed. He is also quite shifty and creative and can stickhandle through heavy traffic. Offensively, he has a good shot, including a heavy slapper that he could, however, use more frequently. His passing game is also of high caliber.

As for his defensive game, he does not really play very physical. He is an aggressive player with an edge to his game, but likes to solve tricky situations with his hockey sense and stick work, rather than playing the body. His reach is impressive and provides him with a natural advantage over his opponents. What really characterizes Hedman as a player, beside the obvious combination of size, skill and speed, is his attitude, winner’s instinct and the urge to be the best at what he does."
Brandon Yip,China / Canada,RW/LW,186,88,R,,,"('8', '239', '2004')","['1-time DEL Champion', '1-time NCAA (Championship) Winner', '2-time NCAA (Hockey East) Champion']","Yip is a gritty winger with good speed. Plays a straightforward, physical style with lots of intensity. Lacking in offensive vision and strength.
- Erik K."
Dan Sexton,USA,RW,178,82,R,,,,"['1-time World Championship Bronze Medal', '1-time SHL Champion', '1-time USHL Clark Cup Champion']",
Dmitri Kulikov,Russia,D,184,96,L,"['Defensive Defenseman', 'Mobile Defenseman']",Florida Panthers / Signed,"('1', '14', '2009')","['1-time U18 WJC Gold Medal', '1-time U18 WJC Silver Medal', '2-time World Championship Silver Medal', '1-time U20 WJC Bronze Medal', '1-time CHL All-Rookie Team', '1-time CHL Second All-Star Team', '2-time NHL Stanley Cup Champion', '1-time QMJHL All-Rookie Team', '1-time QMJHL Champion', '1-time QMJHL Defenseman of the Year (Emile Bouchard Trophy)', '1-time QMJHL Defensive Rookie of the Year (Raymond Lagacé Trophy)', '1-time QMJHL First All-Star Team', '1-time QMJHL Rookie of the Year']",
Colin Wilson,USA / Canada,LW/C,185,100,L,,,"('1', '7', '2008')","['1-time U18 WJC Gold Medal', '1-time U17 WHC Silver Medal', '1-time U18 WJC Silver Medal', '1-time NCAA (Championship) Winner', '1-time NCAA (East) First All-American Team', '1-time NCAA (Hockey East) Champion', '1-time U18 WJC Most Points']","Grandfather: Jerry Wilson
Father: Carey Wilson
Uncle: Geoff Wilson"
Matt Gilroy,USA,D,185,90,R,,,,"['1-time NCAA (Championship) Winner', '2-time NCAA (East) First All-American Team', '1-time NCAA (East) Second All-American Team', '2-time NCAA (Hockey East) Champion', '1-time NCAA Top Collegiate Player (Hobey Baker Award)']","Gilroy is an offensive defenseman with excellent skating ability. Sees the ice well and is always looking to join the rush. Still needs to improve his defensive game. Could stand to play a more physical style, given his size.
- Erik K."
Carl Gunnarsson,Sweden,D,188,90,L,,,"('7', '194', '2007')","['1-time J20 SM Gold Medal', '1-time World Championship Silver Medal', '2-time World Championship Bronze Medal', '1-time NHL Stanley Cup Champion']","A steady two-way defenseman who is often in the right place at the right time. Not overly physical, but reads the game well and has a knack for putting himself in a good position againt opposing attackers. Could probably do more offensively since he's a good passer."
Viktor Stålberg,Sweden,LW,190,95,L,"['Energy Forward', 'Speedster']",,"('6', '161', '2006')","['1-time TV-Pucken Gold Medal', '1-time NCAA (East) First All-American Team', '1-time NHL Stanley Cup Champion', '1-time NL Media All-Star Team']","A very speedy skater with tremendous acceleration. Stalberg also has a good, quick shot and can contribute on offense. Could improve his defensive play and stickhandling."
Michael Grabner,Austria,LW/RW,185,85,L,['Speedster'],,"('1', '14', '2006')",['1-time NHL All-Rookie Team'],Son : Aidan Grabner
Jamie McBain,USA,D,185,89,R,,,"('2', '63', '2006')","['1-time U18 WJC Gold Medal', '1-time U20 WJC Bronze Medal', '1-time World Championship Bronze Medal', '1-time NCAA (West) First All-American Team', '1-time U18 WJC All-Star Team', '1-time U18 WJC Best Defenseman']",
Vladimir Zharkov,Russia,RW/LW,185,93,L,,,"('3', '77', '2006')",[],An offensively skilled winger with very good speed and acceleration. Has a good shot.
Logan Couture,Canada,C/LW,185,93,L,,San Jose Sharks / Signed,"('1', '9', '2007')","['1-time World Cup Gold Medal', '1-time AHL All-Rookie Team', '1-time NHL All-Rookie Team', '1-time OHL Second All-Rookie Team']","A two-way forward who can score goals as well as make pretty passes. Has great hockey sense and is a very smart player, which makes up for his average speed."
Mathieu Perreault,Canada,C,178,86,L,,,"('6', '177', '2006')","['2-time AHL Calder Cup Champion', '2-time CHL Second All-Star Team', '1-time QMJHL First All-Star Team', '1-time QMJHL Most Assists', '1-time QMJHL Most Points (Jean Beliveau Trophy)', '1-time QMJHL Most Valuable Player (Michel Brière Trophy)', '1-time QMJHL Second All-Star Team']","Uncle: Daniel Marois
Brother: Dany Perreault Cousin: Nick Marois
Nephew: Henri Perreault"
Tyler Ennis,Canada,RW/LW,174,73,L,,,"('1', '26', '2008')","['1-time U20 WJC Gold Medal', '1-time World Championship Gold Medal', '1-time AHL All-Rookie Team', '1-time AHL Rookie of the Year (Red Garrett Memorial Award)', '2-time WHL (East) First All-Star Team', '1-time WHL Champion']","Ennis has great speed, quickness and agility. He may be smallish, but doesn't shy away from contact. Owns terrific hands and hockey sense."
Oskars Bartulis,Latvia,D,190,94,L,,,"('3', '91', '2005')","['1-time CHL All-Rookie Team', '1-time Continental Cup Champion', '1-time QMJHL All-Rookie Team', '1-time QMJHL Champion', '1-time QMJHL Second All-Star Team']",An all-around defenseman with good stickhandling. Reads the game well and has a very good slapshot. Could play more aggressively.
Victor Oreskovich,Canada,RW,191,98,R,,,"('2', '55', '2004')",[],"A strong-skating winger, Oreskovich plays a tough game. Forechecks and goes to the net hard.
Needs to keep working on his offensive skills."
John Carlson,USA,D,190,98,R,,Washington Capitals / Signed,"('1', '27', '2008')","['1-time U20 WJC Gold Medal', '1-time AHL All-Rookie Team', '2-time AHL Calder Cup Champion', '1-time CHL All-Rookie Team', '1-time NHL All-Rookie Team', '1-time NHL First All-Star Team', '1-time NHL Second All-Star Team', '1-time NHL Stanley Cup Champion', '1-time OHL First All-Rookie Team', '1-time OHL Second All-Star Team', '1-time U20 WJC All-Star Team', '1-time USHL All-Rookie Team', '1-time USHL Second All-Star Team']",
Frazer McLaren,Canada,LW,195,104,L,['Enforcer'],,"('7', '203', '2007')",[],
Benn Ferriero,USA,RW,180,88,R,,,"('7', '196', '2006')","['1-time U18 WJC Gold Medal', '1-time ICEHL Champion', '1-time NCAA (Championship) Winner', '2-time NCAA (Hockey East) Champion']","Ferriero is a versatile player who can play all three forward positions. He is a brilliant skater and provides lots of energy to his team. Owns solid offensive instincts, but is somewhat lacking in size.
- Erik K."
Tom Pyatt,Canada,C,181,84,L,,,"('4', '107', '2005')","['2-time U20 WJC Gold Medal', '1-time U18 WJC Silver Medal', '2-time Spengler Cup Winner']","Tom Pyatt is known a two-way center with terrific wheels. A good defensive forward, he has sound playmaking ability, too. Versatile, he can also play the wing in a pinch, as well as kill penalties. Is somewhat lacking in size, though, which can be a problem in physical contests.
- Erik K."
James Wright,Canada,C/LW,193,91,L,,,"('4', '117', '2008')",['1-time CHL Memorial Cup Champion'],"Wright is a forward with good size and hockey smarts. Plays with plenty of energy and grit, and a defensive conscience. Can play any position up front. Also has decent offensive ability, but lacks flair.
- Erik K."
Dylan Reese,USA,D,185,93,R,,,"('7', '209', '2003')","['2-time NCAA (ECAC) Champion', '1-time SHL Champion']","Reese is a very mobile defenseman who skates well. He plays a well-rounded game, but lacks top-end ability in one area. He also has nice size, but isn't a physical player.
- Erik K."
Mika Pyörälä,Finland,LW,182,81,L,"['PK Specialist', 'Two-Way Forward']",,,"['1-time World Championship Gold Medal', '1-time Liiga Golden Helmet', '2-time World Championship Silver Medal', '1-time World Championship Bronze Medal', '1-time Liiga Best Player of Regular Season (Lasse Oksanen Award)', '5-time Liiga Champion']","Great versatility, could play both left wing and center. A two-way forward who was very good off the puck. Was a primarily a checker in the past, but then elevated his offensive game and started scoring points. Good hockey sense and a decent hitter. A team player who always worked hard."
Casey Wellman,USA,C,183,81,R,,,,"['1-time Champions Hockey League Champion', '1-time Champions Hockey League Most Goals', '1-time Champions Hockey League Most Points']","A smart forward, Wellman owns good skating ability and offensive vision. He is a skilled stickhandler who can shoot the puck, too. A pretty versatile offensive player, he can play both center and wing. Wellman is somewhat lacking in bulk, but can play a gritty game at times. Displays decent defensive acumen as a winger.
- Erik K."
